Combination,# Total used,# Children used,# Adults used,# Total found,# Children found,# Adults found,Total used (%),Children used (%),Adults used (%),Difference,Ratio Children:Adults used(%),Fisher's Exact Test,p-Value,Success
wind + wire,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
stone + wire,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
wire + metal,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
wire + hurricane,1,1,0,8,4,4,12,25,0,25,100:0,inf,1.0,False
desert + dust,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
wire + dust,1,1,0,11,6,5,9,17,0,17,100:0,inf,1.0,False
earthquake + wire,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,False
dust + beach,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
wire + earth,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
gunpowder + flood,1,1,0,17,13,4,6,8,0,8,100:0,inf,1.0,False
sea + atmosphere,1,0,1,20,12,8,5,0,12,12,0:100,0.0,0.4,False
atmosphere + wire,1,0,1,5,3,2,20,0,50,50,0:100,0.0,0.4,False
beach + atmosphere,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
mud + atmosphere,1,0,1,19,10,9,5,0,11,11,0:100,0.0,0.47,False
sand + atmosphere,1,1,0,7,5,2,14,20,0,20,100:0,inf,1.0,False
atmosphere + lava,1,0,1,20,13,7,5,0,14,14,0:100,0.0,0.35,False
wind + atmosphere,1,0,1,12,7,5,8,0,20,20,0:100,0.0,0.42,False
air + metal,1,0,1,31,19,12,3,0,8,8,0:100,0.0,0.39,True
desert + rust,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
rust + boiler,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
air + rust,1,1,0,8,2,6,12,50,0,50,100:0,inf,0.25,False
atmosphere + metal,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
rain + boiler,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
steam + desert,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
pressure + rust,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
beach + atomic bomb,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
dune + dust,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,False
atmosphere + atomic bomb,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
beach + metal,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
stone + rust,1,1,0,8,2,6,12,50,0,50,100:0,inf,0.25,False
rust + metal,1,1,0,8,2,6,12,50,0,50,100:0,inf,0.25,False
volcano + wire,1,1,0,6,3,3,17,33,0,33,100:0,inf,1.0,False
atmosphere + explosion,1,1,0,6,5,1,17,20,0,20,100:0,inf,1.0,False
energy + electricity,1,0,1,17,9,8,6,0,12,12,0:100,0.0,0.47,False
sea + explosion,1,0,1,15,10,5,7,0,20,20,0:100,0.0,0.33,False
sea + sand,1,1,0,10,6,4,10,17,0,17,100:0,inf,1.0,True
beach + desert,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
dune + rust,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
metal + pressure,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
fire + wire,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
electricity + boiler,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
atmosphere + gun,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
gun + atomic bomb,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
atomic bomb + boiler,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
wire + gunpowder,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,True
gun + dynamite,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
bullet + dynamite,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
metal + dynamite,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
dynamite + sand,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
dynamite + beach,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
dynamite + water,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
gunpowder + atomic bomb,1,1,0,21,13,8,5,8,0,8,100:0,inf,1.0,False
beach + bullet,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
earthquake + dynamite,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
atomic bomb + hurricane,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
desert + bullet,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
boiler + bullet,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
rain + dynamite,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
beach + beach,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
dynamite + atomic bomb,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
boiler + desert,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
gun + stone,1,1,0,7,6,1,14,17,0,17,100:0,inf,1.0,False
dynamite + dust,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
bullet + earth,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
earthquake + sand,1,0,1,14,6,8,7,0,12,12,0:100,0.0,1.0,False
pressure + beach,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
metal + atmosphere,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
blade + lava,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,False
gunpowder + pressure,1,0,1,28,21,7,4,0,14,14,0:100,0.0,0.25,False
steam + wall,1,1,0,28,17,11,4,6,0,6,100:0,inf,1.0,False
mountain + river,1,1,0,16,14,2,6,7,0,7,100:0,inf,1.0,True
volcano + waterfall,1,1,0,3,3,0,33,33,0,33,100:0,nan,1.0,False
waterfall + energy,1,1,0,4,4,0,25,25,0,25,100:0,nan,1.0,False
waterfall + earthquake,1,1,0,4,4,0,25,25,0,25,100:0,nan,1.0,False
air + river,1,0,1,16,14,2,6,0,50,50,0:100,0.0,0.12,False
river + cloud,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
mountain + storm,1,1,0,3,3,0,33,33,0,33,100:0,nan,1.0,False
storm + brick,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
waterfall + storm,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
mud + storm,1,0,1,22,13,9,5,0,11,11,0:100,0.0,0.41,False
river + storm,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
waterfall + earth,1,1,0,4,4,0,25,25,0,25,100:0,nan,1.0,False
fog + storm,1,1,0,8,6,2,12,17,0,17,100:0,inf,1.0,False
earthquake + atomic bomb,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
river + atomic bomb,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
dust + atomic bomb,1,0,1,21,13,8,5,0,12,12,0:100,0.0,0.38,False
steam + explosion,1,0,1,30,23,7,3,0,14,14,0:100,0.0,0.23,False
obsidian + atomic bomb,1,0,1,11,8,3,9,0,33,33,0:100,0.0,0.27,False
gunpowder + fog,1,1,0,7,5,2,14,20,0,20,100:0,inf,1.0,False
atomic bomb + ash,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
mountain + fog,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
ash + gunpowder,1,0,1,15,12,3,7,0,33,33,0:100,0.0,0.2,False
beach + energy,1,0,1,12,7,5,8,0,20,20,0:100,0.0,0.42,False
sky + beach,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
mud + sand,1,1,0,22,12,10,5,8,0,8,100:0,inf,1.0,True
clay + beach,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
cloud + clay,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
dust + clay,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,False
air + clay,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
beach + brick,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
beach + sand,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
brick + sand,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
sand + clay,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,False
earthquake + cloud,1,1,0,24,14,10,4,7,0,7,100:0,inf,1.0,False
cloud + ash,1,1,0,16,11,5,6,9,0,9,100:0,inf,1.0,False
explosion + cloud,1,0,1,18,14,4,6,0,25,25,0:100,0.0,0.22,False
storm + explosion,1,1,0,8,6,2,12,17,0,17,100:0,inf,1.0,False
explosion + geyser,1,0,1,13,10,3,8,0,33,33,0:100,0.0,0.23,False
cloud + atomic bomb,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
sky + atomic bomb,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
rain + atomic bomb,1,0,1,19,11,8,5,0,12,12,0:100,0.0,0.42,False
volcano + fog,1,1,0,9,7,2,11,14,0,14,100:0,inf,1.0,False
geyser + fog,1,1,0,8,4,4,12,25,0,25,100:0,inf,1.0,False
fog + fire,1,1,0,20,14,6,5,7,0,7,100:0,inf,1.0,False
storm + steam,1,1,0,26,17,9,4,6,0,6,100:0,inf,1.0,False
salt + flood,1,1,0,20,12,8,5,8,0,8,100:0,inf,1.0,False
salt + fog,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
fog + sea,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,False
pressure + granite,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
granite + energy,1,0,1,6,3,3,17,0,33,33,0:100,0.0,1.0,False
mud + granite,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
sea + ocean,1,1,0,37,24,13,3,4,0,4,100:0,inf,1.0,False
granite + ocean,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
flood + lava,1,1,0,34,23,11,3,4,0,4,100:0,inf,1.0,False
steam + salt,1,0,1,28,18,10,4,0,10,10,0:100,0.0,0.36,False
granite + hurricane,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
flood + hurricane,1,0,1,16,9,7,6,0,14,14,0:100,0.0,0.44,False
ocean + hurricane,1,1,0,16,9,7,6,11,0,11,100:0,inf,1.0,False
pressure + hurricane,1,1,0,19,10,9,5,10,0,10,100:0,inf,1.0,False
pressure + wave,1,1,0,10,5,5,10,20,0,20,100:0,inf,1.0,False
wind + wave,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
dust + wave,1,0,1,9,5,4,11,0,25,25,0:100,0.0,0.44,False
wave + earth,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,True
brick + river,1,1,0,9,8,1,11,12,0,12,100:0,inf,1.0,False
dust + mountain,1,0,1,21,17,4,5,0,25,25,0:100,0.0,0.19,False
brick + mountain,1,0,1,14,11,3,7,0,33,33,0:100,0.0,0.21,False
waterfall + steam,1,1,0,4,4,0,25,25,0,25,100:0,nan,1.0,False
waterfall + wind,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
obsidian + waterfall,1,1,0,3,3,0,33,33,0,33,100:0,nan,1.0,False
mud + waterfall,1,1,0,4,4,0,25,25,0,25,100:0,nan,1.0,False
waterfall + brick,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
mountain + waterfall,1,1,0,4,4,0,25,25,0,25,100:0,nan,1.0,False
waterfall + water,1,1,0,4,4,0,25,25,0,25,100:0,nan,1.0,False
explosion + bullet,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
water + gun,1,1,0,7,6,1,14,17,0,17,100:0,inf,1.0,True
fire + water gun,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
grenade + water gun,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
grenade + fire,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
air + grenade,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
grenade + dust,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
grenade + bullet,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
grenade + water,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
bullet + water gun,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
water gun + stone,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
water gun + gunpowder,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
lava + grenade,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
bullet + stone,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
dust + water gun,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
gun + energy,1,1,0,6,5,1,17,20,0,20,100:0,inf,1.0,False
bullet + atomic bomb,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
grenade + atomic bomb,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
atomic bomb + stone,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
dust + bullet,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
water gun + atomic bomb,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
electricity + energy,1,0,1,17,9,8,6,0,12,12,0:100,0.0,0.47,False
wire + electricity,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
wire + explosion,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
grenade + electricity,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
bullet + energy,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
bullet + electricity,1,1,0,5,4,1,20,25,0,25,100:0,inf,1.0,False
energy + grenade,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
cloud + pressure,1,0,1,30,20,10,3,0,10,10,0:100,0.0,0.33,False
obsidian + cloud,1,0,1,37,26,11,3,0,9,9,0:100,0.0,0.3,False
atmosphere + volcano,1,0,1,12,10,2,8,0,50,50,0:100,0.0,0.17,False
dust + atmosphere,1,0,1,20,12,8,5,0,12,12,0:100,0.0,0.4,False
atmosphere + flood,1,1,0,12,8,4,8,12,0,12,100:0,inf,1.0,False
ocean + rain,1,0,1,35,22,13,3,0,8,8,0:100,0.0,0.37,False
ocean + cloud,1,1,0,16,11,5,6,9,0,9,100:0,inf,1.0,False
obsidian + explosion,1,1,0,17,14,3,6,7,0,7,100:0,inf,1.0,False
isle + flood,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
sea + isle,1,1,0,11,6,5,9,17,0,17,100:0,inf,1.0,False
steam + isle,1,1,0,10,5,5,10,20,0,20,100:0,inf,1.0,False
archipelago + isle,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
archipelago + flood,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
cloud + archipelago,1,0,1,6,3,3,17,0,33,33,0:100,0.0,1.0,False
fire + archipelago,1,1,0,9,4,5,11,25,0,25,100:0,inf,0.44,False
gunpowder + archipelago,1,1,0,6,3,3,17,33,0,33,100:0,inf,1.0,False
pressure + explosion,1,0,1,16,11,5,6,0,20,20,0:100,0.0,0.31,False
flood + explosion,1,0,1,11,8,3,9,0,33,33,0:100,0.0,0.27,False
ash + archipelago,1,1,0,5,1,4,20,100,0,100,100:0,inf,0.2,False
ash + lava,1,0,1,30,21,9,3,0,11,11,0:100,0.0,0.3,False
ash + atmosphere,1,0,1,5,3,2,20,0,50,50,0:100,0.0,0.4,False
ash + pressure,1,1,0,11,6,5,9,17,0,17,100:0,inf,1.0,False
explosion + ash,1,1,0,7,5,2,14,20,0,20,100:0,inf,1.0,False
explosion + sea,1,1,0,15,10,5,7,10,0,10,100:0,inf,1.0,False
sea + ash,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
energy + isle,1,1,0,9,4,5,11,25,0,25,100:0,inf,0.44,False
water + isle,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
ash + steam,1,0,1,29,20,9,3,0,11,11,0:100,0.0,0.31,False
sea + cloud,1,0,1,27,17,10,4,0,10,10,0:100,0.0,0.37,False
gunpowder + air,1,0,1,64,48,16,2,0,6,6,0:100,0.0,0.25,False
steam + gunpowder,1,0,1,57,43,14,2,0,7,7,0:100,0.0,0.25,False
earthquake + tsunami,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
air + salt,1,0,1,30,20,10,3,0,10,10,0:100,0.0,0.33,False
air + tsunami,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
lava + tsunami,1,1,0,11,6,5,9,17,0,17,100:0,inf,1.0,False
stone + sea,1,0,1,21,11,10,5,0,10,10,0:100,0.0,0.48,False
water + tsunami,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
swamp + earthquake,1,0,1,12,4,8,8,0,12,12,0:100,0.0,1.0,False
tsunami + earth,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
rain + ash,1,0,1,26,17,9,4,0,11,11,0:100,0.0,0.35,False
hurricane + storm,1,1,0,9,4,5,11,25,0,25,100:0,inf,0.44,False
salt + sky,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
plant + obsidian,1,0,1,38,24,14,3,0,7,7,0:100,0.0,0.37,False
moss + water,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
pressure + wind,1,0,1,31,18,13,3,0,8,8,0:100,0.0,0.42,False
air + electricity,1,1,0,17,9,8,6,11,0,11,100:0,inf,1.0,False
wire + earthquake,1,1,0,8,4,4,12,25,0,25,100:0,inf,1.0,False
mud + moss,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
pressure + wire,1,0,1,8,3,5,12,0,20,20,0:100,0.0,1.0,False
atmosphere + electricity,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
moss + atmosphere,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
dust + pressure,1,0,1,50,33,17,2,0,6,6,0:100,0.0,0.34,False
electricity + plant,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
electricity + grass,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
dust + wire,1,1,0,11,6,5,9,17,0,17,100:0,inf,1.0,False
wire + atmosphere,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
atmosphere + rain,1,1,0,21,14,7,5,7,0,7,100:0,inf,1.0,False
earthquake + metal,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
mud + wire,1,1,0,9,4,5,11,25,0,25,100:0,inf,0.44,False
obsidian + moss,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
metal + grass,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
wind + granite,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
moss + granite,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
granite + metal,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
granite + electricity,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
granite + atmosphere,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
sea + granite,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
sea + plant,1,0,1,25,13,12,4,0,8,8,0:100,0.0,0.48,True
grass + algae,1,0,1,25,13,12,4,0,8,8,0:100,0.0,0.48,False
algae + metal,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
algae + granite,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
stone + algae,1,1,0,19,12,7,5,8,0,8,100:0,inf,1.0,True
stone + grass,1,1,0,15,10,5,7,10,0,10,100:0,inf,1.0,False
algae + wire,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
wind + stone,1,0,1,36,17,19,3,0,5,5,0:100,0.0,1.0,True
sand + algae,1,1,0,5,2,3,20,50,0,50,100:0,inf,0.4,False
beach + dust,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
air + beach,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
atmosphere + beach,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
sand + beach,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
beach + rain,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
pressure + sand,1,1,0,10,6,4,10,17,0,17,100:0,inf,1.0,False
beach + pressure,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
fire + tsunami,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
tsunami + wave,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
wave + gunpowder,1,1,0,5,4,1,20,25,0,25,100:0,inf,1.0,False
wave + earthquake,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
sea + wave,1,1,0,11,6,5,9,17,0,17,100:0,inf,1.0,False
sky + dust,1,1,0,33,25,8,3,4,0,4,100:0,inf,1.0,False
fog + lava,1,1,0,17,11,6,6,9,0,9,100:0,inf,1.0,False
algae + atmosphere,1,0,1,6,3,3,17,0,33,33,0:100,0.0,1.0,False
algae + grass,1,0,1,25,13,12,4,0,8,8,0:100,0.0,0.48,False
atmosphere + hurricane,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
algae + ocean,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,False
algae + salt,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
algae + sand,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
explosion + plant,1,0,1,14,9,5,7,0,20,20,0:100,0.0,0.36,False
brick + earthquake,1,0,1,35,20,15,3,0,7,7,0:100,0.0,0.43,False
cloud + geyser,1,0,1,21,13,8,5,0,12,12,0:100,0.0,0.38,False
plant + cloud,1,0,1,26,13,13,4,0,8,8,0:100,0.0,1.0,True
obsidian + ash,1,0,1,21,14,7,5,0,14,14,0:100,0.0,0.33,False
plant + ash,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
tobacco + ash,1,0,1,8,3,5,12,0,20,20,0:100,0.0,1.0,False
tobacco + cotton,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
water + cotton,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
fire + cotton,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
dune + cloud,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
fire + dune,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
earth + dune,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
ash + dune,1,0,1,4,1,3,25,0,33,33,0:100,0.0,1.0,False
energy + dune,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
geyser + cotton,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
dune + geyser,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
hurricane + dune,1,0,1,8,3,5,12,0,20,20,0:100,0.0,1.0,False
lava + dune,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
rain + dune,1,0,1,10,5,5,10,0,20,20,0:100,0.0,1.0,False
stone + dune,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
swamp + dune,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
storm + tobacco,1,0,1,8,3,5,12,0,20,20,0:100,0.0,1.0,False
storm + plant,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
earth + cotton,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
fire + fog,1,0,1,20,14,6,5,0,17,17,0:100,0.0,0.3,False
fog + sand,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
fog + energy,1,0,1,15,10,5,7,0,20,20,0:100,0.0,0.33,False
swamp + fog,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
fog + tobacco,1,0,1,4,0,4,25,0,25,25,0:100,nan,1.0,False
wind + fog,1,0,1,6,3,3,17,0,33,33,0:100,0.0,1.0,False
aquarium + air,1,0,1,9,5,4,11,0,25,25,0:100,0.0,0.44,False
aquarium + dune,1,0,1,6,3,3,17,0,33,33,0:100,0.0,1.0,False
cloud + glass,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
plant + glass,1,0,1,4,1,3,25,0,33,33,0:100,0.0,1.0,True
plant + aquarium,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
tobacco + glass,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
glass + ash,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
plant + dune,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
plant + sand,1,0,1,10,4,6,10,0,17,17,0:100,0.0,1.0,True
cactus + water,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
fire + cactus,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
earth + cactus,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
air + cactus,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
cactus + cloud,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
cactus + earthquake,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
glass + cactus,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
storm + cactus,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
stone + cactus,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
greenhouse + cactus,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
aquarium + cloud,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,False
greenhouse + volcano,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
greenhouse + energy,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
greenhouse + earthquake,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
geyser + greenhouse,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
dune + sand,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
cotton + rain,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
cloud + cotton,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
mud + sky,1,0,1,36,25,11,3,0,9,9,0:100,0.0,0.31,False
horizon + steam,1,0,1,18,9,9,6,0,11,11,0:100,0.0,1.0,False
lava + atmosphere,1,0,1,20,13,7,5,0,14,14,0:100,0.0,0.35,False
obsidian + granite,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
horizon + obsidian,1,0,1,10,5,5,10,0,20,20,0:100,0.0,1.0,False
wave + pressure,1,0,1,10,5,5,10,0,20,20,0:100,0.0,1.0,False
wave + cloud,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
atmosphere + wave,1,0,1,6,2,4,17,0,25,25,0:100,0.0,1.0,False
lava + wave,1,0,1,9,5,4,11,0,25,25,0:100,0.0,0.44,False
wave + obsidian,1,0,1,7,4,3,14,0,33,33,0:100,0.0,0.43,False
mud + wave,1,0,1,10,5,5,10,0,20,20,0:100,0.0,1.0,False
sky + sound,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
sound + sea,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
sound + air,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
fire + sound,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
