Combination,# Total used,# Children used,# Adults used,# Total found,# Children found,# Adults found,Total used (%),Children used (%),Adults used (%),Difference,Ratio Children:Adults used(%),Fisher's Exact Test,p-Value,Success
atomic bomb + wind,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
explosion + wind,1,0,1,14,9,5,7,0,20,20,0:100,0.0,0.36,False
water + explosion,1,1,0,33,24,9,3,4,0,4,100:0,inf,1.0,False
atomic bomb + mud,1,1,0,18,12,6,6,8,0,8,100:0,inf,1.0,False
explosion + mud,1,1,0,27,21,6,4,5,0,5,100:0,inf,1.0,False
geyser + mud,1,0,1,51,31,20,2,0,5,5,0:100,0.0,0.39,False
ash + geyser,1,0,1,10,8,2,10,0,50,50,0:100,0.0,0.2,False
atomic bomb + lava,1,0,1,19,13,6,5,0,17,17,0:100,0.0,0.32,False
brick + water,1,0,1,74,48,26,1,0,4,4,0:100,0.0,0.35,False
brick + dust,1,0,1,59,38,21,2,0,5,5,0:100,0.0,0.36,False
house + fire,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,False
dust + city,1,1,0,17,11,6,6,9,0,9,100:0,inf,1.0,False
wall + volcano,1,1,0,16,9,7,6,11,0,11,100:0,inf,1.0,False
earth + sea,1,0,1,61,40,21,2,0,5,5,0:100,0.0,0.34,False
village + city,1,0,1,21,14,7,5,0,14,14,0:100,0.0,0.33,False
volcano + cloud,1,1,0,31,23,8,3,4,0,4,100:0,inf,1.0,False
wall + dust,1,1,0,22,13,9,5,8,0,8,100:0,inf,1.0,False
house + wind,1,1,0,14,9,5,7,11,0,11,100:0,inf,1.0,True
hurricane + windmill,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
earth + wall,1,1,0,28,17,11,4,6,0,6,100:0,inf,1.0,False
city + steam,1,1,0,22,14,8,5,7,0,7,100:0,inf,1.0,False
city + brick,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,False
cloud + hurricane,1,0,1,15,5,10,7,0,10,10,0:100,0.0,1.0,False
gunpowder + gunpowder,1,0,1,64,48,16,2,0,6,6,0:100,0.0,0.25,False
pressure + air,1,0,1,63,42,21,2,0,5,5,0:100,0.0,0.33,True
gunpowder + atmosphere,1,0,1,11,9,2,9,0,50,50,0:100,0.0,0.18,False
ocean + air,1,0,1,37,24,13,3,0,8,8,0:100,0.0,0.35,False
brick + salt,1,0,1,16,9,7,6,0,14,14,0:100,0.0,0.44,False
city + sea,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,False
dust + village,1,1,0,17,11,6,6,9,0,9,100:0,inf,1.0,False
gunpowder + wall,1,1,0,13,9,4,8,11,0,11,100:0,inf,1.0,False
ash + cloud,1,0,1,16,11,5,6,0,20,20,0:100,0.0,0.31,False
cloud + sea,1,1,0,27,17,10,4,6,0,6,100:0,inf,1.0,False
rain + salt,1,0,1,29,19,10,3,0,10,10,0:100,0.0,0.34,False
water + salt,1,0,1,30,20,10,3,0,10,10,0:100,0.0,0.33,False
atmosphere + ash,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
earth + mud,1,0,1,134,90,44,1,0,2,2,0:100,0.0,0.33,False
ash + ocean,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,False
city + salt,1,1,0,13,7,6,8,14,0,14,100:0,inf,1.0,False
ash + ash,1,0,1,30,21,9,3,0,11,11,0:100,0.0,0.3,False
algae + rain,1,0,1,45,26,19,2,0,5,5,0:100,0.0,0.42,False
lava + earthquake,1,0,1,68,42,26,1,0,4,4,0:100,0.0,0.38,False
steam + fog,1,1,0,20,14,6,5,7,0,7,100:0,inf,1.0,False
cloud + fog,1,1,0,20,14,6,5,7,0,7,100:0,inf,1.0,False
plant + energy,1,0,1,57,32,25,2,0,4,4,0:100,0.0,0.44,False
dust + ash,1,1,0,24,17,7,4,6,0,6,100:0,inf,1.0,False
stone + ash,1,0,1,17,10,7,6,0,14,14,0:100,0.0,0.41,False
volcano + ash,1,0,1,30,21,9,3,0,11,11,0:100,0.0,0.3,False
fire + sky,1,0,1,45,32,13,2,0,8,8,0:100,0.0,0.29,True
cloud + sun,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
rain + sun,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,True
rainbow + sky,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
rainbow + sun,1,1,0,8,2,6,12,50,0,50,100:0,inf,0.25,False
rainbow + rain,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
volcano + rainbow,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
rainbow + cloud,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
energy + sun,1,0,1,10,3,7,10,0,14,14,0:100,0.0,1.0,False
rainbow + fire,1,1,0,8,2,6,12,50,0,50,100:0,inf,0.25,False
cloud + plant,1,0,1,26,13,13,4,0,8,8,0:100,0.0,1.0,True
cotton + cloud,1,1,0,5,2,3,20,50,0,50,100:0,inf,0.4,False
cotton + rainbow,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
cotton + plant,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
volcano + dust,1,0,1,57,41,16,2,0,6,6,0:100,0.0,0.28,False
rainbow + water,1,1,0,8,2,6,12,50,0,50,100:0,inf,0.25,True
rainbow + paint,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
sun + paint,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
cotton + paint,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
paint + fire,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
rainbow + air,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
rainbow + earth,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
garden + water,1,0,1,29,17,12,3,0,8,8,0:100,0.0,0.41,True
pond + water,1,0,1,11,4,7,9,0,14,14,0:100,0.0,1.0,True
lake + rain,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
lake + pond,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
pond + sky,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
grass + lake,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
mountain + wind,1,0,1,19,14,5,5,0,20,20,0:100,0.0,0.26,False
water + mountain,1,0,1,28,23,5,4,0,20,20,0:100,0.0,0.18,True
river + energy,1,1,0,16,14,2,6,7,0,7,100:0,inf,1.0,False
river + air,1,1,0,16,14,2,6,7,0,7,100:0,inf,1.0,False
air + hurricane,1,0,1,50,24,26,2,0,4,4,0:100,0.0,1.0,False
river + wind,1,1,0,10,8,2,10,12,0,12,100:0,inf,1.0,False
mountain + pressure,1,1,0,12,9,3,8,11,0,11,100:0,inf,1.0,False
wind + pressure,1,0,1,31,18,13,3,0,8,8,0:100,0.0,0.42,False
earthquake + pressure,1,0,1,34,20,14,3,0,7,7,0:100,0.0,0.41,False
river + earthquake,1,1,0,16,14,2,6,7,0,7,100:0,inf,1.0,False
mountain range + earth,1,0,1,9,7,2,11,0,50,50,0:100,0.0,0.22,False
mountain range + mountain,1,0,1,9,7,2,11,0,50,50,0:100,0.0,0.22,False
mountain range + river,1,1,0,7,6,1,14,17,0,17,100:0,inf,1.0,False
river + earth,1,1,0,16,14,2,6,7,0,7,100:0,inf,1.0,False
wind + plant,1,0,1,37,17,20,3,0,5,5,0:100,0.0,1.0,False
plant + garden,1,0,1,29,17,12,3,0,8,8,0:100,0.0,0.41,True
flower + flower,1,0,1,9,6,3,11,0,33,33,0:100,0.0,0.33,True
flower + hurricane,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
ocean + earthquake,1,0,1,26,16,10,4,0,10,10,0:100,0.0,0.38,True
tsunami + ocean,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
sea + tsunami,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
energy + plant,1,0,1,57,32,25,2,0,4,4,0:100,0.0,0.44,False
energy + tsunami,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
steam + tsunami,1,1,0,12,7,5,8,14,0,14,100:0,inf,1.0,False
brick + ocean,1,1,0,22,13,9,5,8,0,8,100:0,inf,1.0,False
mud + earthquake,1,0,1,63,38,25,2,0,4,4,0:100,0.0,0.4,False
wall + earthquake,1,1,0,15,8,7,7,12,0,12,100:0,inf,1.0,False
house + wall,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,False
village + brick,1,1,0,22,15,7,5,7,0,7,100:0,inf,1.0,False
house + village,1,1,0,22,15,7,5,7,0,7,100:0,inf,1.0,False
city + house,1,1,0,22,14,8,5,7,0,7,100:0,inf,1.0,False
rain + house,1,1,0,23,15,8,4,7,0,7,100:0,inf,1.0,False
brick + house,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,False
city + wall,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,False
mountain range + wall,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
wall + brick,1,0,1,28,17,11,4,0,9,9,0:100,0.0,0.39,False
brick + mud,1,0,1,74,48,26,1,0,4,4,0:100,0.0,0.35,False
brick + flood,1,1,0,21,12,9,5,8,0,8,100:0,inf,1.0,False
flood + city,1,0,1,18,10,8,6,0,12,12,0:100,0.0,0.44,False
flood + mud,1,1,0,32,20,12,3,5,0,5,100:0,inf,1.0,False
flood + steam,1,0,1,34,23,11,3,0,9,9,0:100,0.0,0.32,False
steam + city,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,False
sea + water,1,0,1,61,40,21,2,0,5,5,0:100,0.0,0.34,True
river + salt,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
brick + city,1,1,0,22,14,8,5,7,0,7,100:0,inf,1.0,False
mountain range + tsunami,1,1,0,3,3,0,33,33,0,33,100:0,nan,1.0,False
salt + wind,1,0,1,16,10,6,6,0,17,17,0:100,0.0,0.38,False
flood + plant,1,0,1,14,8,6,7,0,17,17,0:100,0.0,0.43,False
ocean + plant,1,0,1,15,7,8,7,0,12,12,0:100,0.0,1.0,True
algae + house,1,1,0,11,6,5,9,17,0,17,100:0,inf,1.0,False
lava + algae,1,0,1,42,25,17,2,0,6,6,0:100,0.0,0.4,False
obsidian + tsunami,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
flood + obsidian,1,1,0,26,17,9,4,6,0,6,100:0,inf,1.0,False
flood + water,1,0,1,36,24,12,3,0,8,8,0:100,0.0,0.33,False
lava + salt,1,1,0,27,17,10,4,6,0,6,100:0,inf,1.0,False
flood + garden,1,0,1,12,7,5,8,0,20,20,0:100,0.0,0.42,False
plant + city,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
pressure + wall,1,0,1,27,16,11,4,0,9,9,0:100,0.0,0.41,False
brick + pressure,1,0,1,31,18,13,3,0,8,8,0:100,0.0,0.42,False
mountain range + earthquake,1,1,0,9,7,2,11,14,0,14,100:0,inf,1.0,False
city + mountain range,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
plant + air,1,0,1,69,39,30,1,0,3,3,0:100,0.0,0.43,False
plant + dust,1,0,1,47,27,20,2,0,5,5,0:100,0.0,0.43,False
fire + algae,1,0,1,45,26,19,2,0,5,5,0:100,0.0,0.42,False
algae + mud,1,0,1,36,21,15,3,0,7,7,0:100,0.0,0.42,False
algae + obsidian,1,0,1,27,16,11,4,0,9,9,0:100,0.0,0.41,False
geyser + dust,1,0,1,44,27,17,2,0,6,6,0:100,0.0,0.39,False
wind + rain,1,0,1,69,36,33,1,0,3,3,0:100,0.0,0.48,False
wind + obsidian,1,0,1,47,27,20,2,0,5,5,0:100,0.0,0.43,False
geyser + hurricane,1,1,0,24,12,12,4,8,0,8,100:0,inf,1.0,False
earthquake + rain,1,0,1,69,39,30,1,0,3,3,0:100,0.0,0.43,False
earthquake + geyser,1,0,1,32,16,16,3,0,6,6,0:100,0.0,1.0,False
pressure + earthquake,1,1,0,34,20,14,3,5,0,5,100:0,inf,1.0,False
pressure + sea,1,0,1,53,34,19,2,0,5,5,0:100,0.0,0.36,False
sea + hurricane,1,0,1,22,13,9,5,0,11,11,0:100,0.0,0.41,False
sea + air,1,0,1,61,40,21,2,0,5,5,0:100,0.0,0.34,False
sea + earthquake,1,0,1,34,22,12,3,0,8,8,0:100,0.0,0.35,True
tsunami + wind,1,1,0,8,6,2,12,17,0,17,100:0,inf,1.0,False
earth + pressure,1,0,1,63,42,21,2,0,5,5,0:100,0.0,0.33,False
tsunami + rain,1,1,0,12,7,5,8,14,0,14,100:0,inf,1.0,False
pressure + obsidian,1,0,1,36,22,14,3,0,7,7,0:100,0.0,0.39,False
lava + sea,1,0,1,54,35,19,2,0,5,5,0:100,0.0,0.35,False
sea + mud,1,0,1,47,30,17,2,0,6,6,0:100,0.0,0.36,False
dust + flood,1,1,0,28,19,9,4,5,0,5,100:0,inf,1.0,False
earthquake + flood,1,0,1,21,13,8,5,0,12,12,0:100,0.0,0.38,False
hurricane + flood,1,1,0,16,9,7,6,11,0,11,100:0,inf,1.0,False
ocean + pressure,1,0,1,35,23,12,3,0,8,8,0:100,0.0,0.34,False
salt + tsunami,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
salt + pressure,1,0,1,25,16,9,4,0,11,11,0:100,0.0,0.36,False
geyser + flood,1,1,0,15,8,7,7,12,0,12,100:0,inf,1.0,False
rain + sea,1,1,0,54,35,19,2,3,0,3,100:0,inf,1.0,False
gunpowder + sea,1,1,0,26,19,7,4,5,0,5,100:0,inf,1.0,False
energy + gunpowder,1,0,1,48,33,15,2,0,7,7,0:100,0.0,0.31,False
energy + salt,1,1,0,28,18,10,4,6,0,6,100:0,inf,1.0,False
gunpowder + ocean,1,1,0,18,13,5,6,8,0,8,100:0,inf,1.0,False
tsunami + energy,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
flood + wind,1,0,1,20,12,8,5,0,12,12,0:100,0.0,0.4,False
geyser + gunpowder,1,0,1,24,18,6,4,0,17,17,0:100,0.0,0.25,False
pressure + gunpowder,1,0,1,28,21,7,4,0,14,14,0:100,0.0,0.25,False
pressure + tsunami,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
earth + tsunami,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
obsidian + ocean,1,1,0,27,17,10,4,6,0,6,100:0,inf,1.0,False
salt + water,1,0,1,30,20,10,3,0,10,10,0:100,0.0,0.33,False
geyser + tobacco,1,1,0,18,9,9,6,11,0,11,100:0,inf,1.0,False
fire + geyser,1,0,1,61,37,24,2,0,4,4,0:100,0.0,0.39,False
tobacco + water,1,0,1,41,19,22,2,0,5,5,0:100,0.0,1.0,False
air + tobacco,1,1,0,41,19,22,2,5,0,5,100:0,inf,0.46,False
plant + geyser,1,1,0,30,18,12,3,6,0,6,100:0,inf,1.0,False
brick + tobacco,1,0,1,19,7,12,5,0,8,8,0:100,0.0,1.0,False
earth + brick,1,0,1,74,48,26,1,0,4,4,0:100,0.0,0.35,False
brick + geyser,1,0,1,27,13,14,4,0,7,7,0:100,0.0,1.0,False
plant + brick,1,1,0,32,17,15,3,6,0,6,100:0,inf,1.0,False
tobacco + obsidian,1,1,0,26,14,12,4,7,0,7,100:0,inf,1.0,False
tobacco + plant,1,0,1,41,19,22,2,0,5,5,0:100,0.0,1.0,False
tobacco + energy,1,0,1,33,14,19,3,0,5,5,0:100,0.0,1.0,False
wind + geyser,1,0,1,33,17,16,3,0,6,6,0:100,0.0,0.48,False
tobacco + wind,1,0,1,23,8,15,4,0,7,7,0:100,0.0,1.0,False
steam + wind,1,0,1,74,39,35,1,0,3,3,0:100,0.0,0.47,False
rain + energy,1,0,1,117,72,45,1,0,2,2,0:100,0.0,0.38,False
gunpowder + brick,1,0,1,34,23,11,3,0,9,9,0:100,0.0,0.32,False
gunpowder + steam,1,1,0,57,43,14,2,2,0,2,100:0,inf,1.0,False
gunpowder + wind,1,0,1,31,19,12,3,0,8,8,0:100,0.0,0.39,False
gunpowder + plant,1,1,0,24,15,9,4,7,0,7,100:0,inf,1.0,False
obsidian + gunpowder,1,1,0,33,26,7,3,4,0,4,100:0,inf,1.0,False
water + gunpowder,1,0,1,64,48,16,2,0,6,6,0:100,0.0,0.25,False
obsidian + dust,1,0,1,68,46,22,1,0,5,5,0:100,0.0,0.32,False
hurricane + lava,1,0,1,42,21,21,2,0,5,5,0:100,0.0,1.0,False
dust + geyser,1,0,1,44,27,17,2,0,6,6,0:100,0.0,0.39,False
energy + explosion,1,0,1,26,18,8,4,0,12,12,0:100,0.0,0.31,True
explosion + atomic bomb,1,0,1,21,13,8,5,0,12,12,0:100,0.0,0.38,False
geyser + explosion,1,1,0,13,10,3,8,10,0,10,100:0,inf,1.0,False
atomic bomb + earth,1,1,0,21,13,8,5,8,0,8,100:0,inf,1.0,False
brick + atomic bomb,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
atomic bomb + dust,1,0,1,21,13,8,5,0,12,12,0:100,0.0,0.38,False
volcano + rain,1,0,1,67,45,22,1,0,5,5,0:100,0.0,0.33,False
volcano + mountain,1,0,1,22,18,4,5,0,25,25,0:100,0.0,0.18,False
brick + volcano,1,0,1,42,28,14,2,0,7,7,0:100,0.0,0.33,False
mud + mountain,1,1,0,22,19,3,5,5,0,5,100:0,inf,1.0,False
earthquake + volcano,1,0,1,45,29,16,2,0,6,6,0:100,0.0,0.36,False
lava + gunpowder,1,0,1,56,44,12,2,0,8,8,0:100,0.0,0.21,False
tobacco + geyser,1,0,1,18,9,9,6,0,11,11,0:100,0.0,1.0,False
volcano + gunpowder,1,1,0,36,28,8,3,4,0,4,100:0,inf,1.0,False
plant + pressure,1,0,1,26,14,12,4,0,8,8,0:100,0.0,0.46,True
coal + fire,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
coal + air,1,1,0,7,2,5,14,50,0,50,100:0,inf,0.29,False
salt + lava,1,1,0,27,17,10,4,6,0,6,100:0,inf,1.0,False
granite + fire,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
granite + water,1,0,1,11,7,4,9,0,25,25,0:100,0.0,0.36,False
granite + sea,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
coal + granite,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
earth + coal,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
gunpowder + tobacco,1,0,1,19,12,7,5,0,14,14,0:100,0.0,0.37,False
lava + coal,1,1,0,7,2,5,14,50,0,50,100:0,inf,0.29,False
salt + sea,1,0,1,30,20,10,3,0,10,10,0:100,0.0,0.33,False
pressure + salt,1,0,1,25,16,9,4,0,11,11,0:100,0.0,0.36,False
granite + pressure,1,0,1,11,7,4,9,0,25,25,0:100,0.0,0.36,False
granite + lava,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
tobacco + fire,1,0,1,41,19,22,2,0,5,5,0:100,0.0,1.0,False
coal + coal,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
water + garden,1,0,1,29,17,12,3,0,8,8,0:100,0.0,0.41,True
grass + geyser,1,0,1,19,13,6,5,0,17,17,0:100,0.0,0.32,False
grass + water,1,0,1,38,21,17,3,0,6,6,0:100,0.0,0.45,True
air + dew,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
steam + dew,1,0,1,15,5,10,7,0,10,10,0:100,0.0,1.0,False
grass + dew,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
dew + algae,1,0,1,12,4,8,8,0,12,12,0:100,0.0,1.0,False
dew + fire,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
earth + dew,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
garden + earth,1,0,1,29,17,12,3,0,8,8,0:100,0.0,0.41,False
lava + garden,1,1,0,27,17,10,4,6,0,6,100:0,inf,1.0,False
sea + algae,1,0,1,20,11,9,5,0,11,11,0:100,0.0,0.45,False
pond + salt,1,0,1,6,2,4,17,0,25,25,0:100,0.0,1.0,False
granite + granite,1,0,1,11,7,4,9,0,25,25,0:100,0.0,0.36,False
granite + grass,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
granite + pond,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
salt + granite,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
tobacco + dew,1,1,0,12,3,9,8,33,0,33,100:0,inf,0.25,False
gunpowder + pond,1,1,0,5,2,3,20,50,0,50,100:0,inf,0.4,False
earth + granite,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
pond + plant,1,0,1,11,4,7,9,0,14,14,0:100,0.0,1.0,False
dew + volcano,1,1,0,8,3,5,12,33,0,33,100:0,inf,0.38,False
obsidian + garden,1,1,0,20,12,8,5,8,0,8,100:0,inf,1.0,False
pond + earth,1,1,0,11,4,7,9,25,0,25,100:0,inf,0.36,False
earth + salt,1,0,1,30,20,10,3,0,10,10,0:100,0.0,0.33,False
swamp + dust,1,1,0,16,12,4,6,8,0,8,100:0,inf,1.0,False
granite + mud,1,0,1,9,5,4,11,0,25,25,0:100,0.0,0.44,False
swamp + swamp,1,0,1,28,17,11,4,0,9,9,0:100,0.0,0.39,False
pond + pond,1,0,1,11,4,7,9,0,14,14,0:100,0.0,1.0,False
sea + pond,1,1,0,7,2,5,14,50,0,50,100:0,inf,0.29,False
water + coal,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
swamp + coal,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
tobacco + sea,1,0,1,14,5,9,7,0,11,11,0:100,0.0,1.0,False
brick + sea,1,0,1,30,17,13,3,0,8,8,0:100,0.0,0.43,False
earth + swamp,1,1,0,28,17,11,4,6,0,6,100:0,inf,1.0,False
dew + rain,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
sea + volcano,1,0,1,29,20,9,3,0,11,11,0:100,0.0,0.31,True
isle + volcano,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
isle + grass,1,0,1,6,2,4,17,0,25,25,0:100,0.0,1.0,False
isle + rain,1,1,0,11,6,5,9,17,0,17,100:0,inf,1.0,False
isle + brick,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,False
isle + plant,1,0,1,6,2,4,17,0,25,25,0:100,0.0,1.0,False
isle + geyser,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
isle + dust,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
isle + fire,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
brick + granite,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
granite + isle,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
air + isle,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
house + isle,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,False
isle + city,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
house + city,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,False
wall + city,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,False
sea + city,1,1,0,22,14,8,5,7,0,7,100:0,inf,1.0,False
garden + city,1,1,0,12,7,5,8,14,0,14,100:0,inf,1.0,False
granite + house,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
pressure + city,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,False
lava + city,1,1,0,22,14,8,5,7,0,7,100:0,inf,1.0,False
obsidian + city,1,1,0,18,12,6,6,8,0,8,100:0,inf,1.0,False
grass + city,1,1,0,8,4,4,12,25,0,25,100:0,inf,1.0,False
grass + village,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
granite + village,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
granite + wall,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
city + rain,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,False
gunpowder + energy,1,0,1,48,33,15,2,0,7,7,0:100,0.0,0.31,False
air + gunpowder,1,0,1,64,48,16,2,0,6,6,0:100,0.0,0.25,False
salt + energy,1,0,1,28,18,10,4,0,10,10,0:100,0.0,0.36,False
salt + ocean,1,0,1,20,10,10,5,0,10,10,0:100,0.0,1.0,False
gunpowder + salt,1,1,0,16,11,5,6,9,0,9,100:0,inf,1.0,False
mud + ocean,1,0,1,32,20,12,3,0,8,8,0:100,0.0,0.38,False
mud + salt,1,0,1,24,15,9,4,0,11,11,0:100,0.0,0.38,False
wall + lava,1,0,1,27,17,10,4,0,10,10,0:100,0.0,0.37,False
flood + village,1,1,0,18,11,7,6,9,0,9,100:0,inf,1.0,False
wall + wind,1,0,1,17,10,7,6,0,14,14,0:100,0.0,0.41,False
wind + sea,1,1,0,33,20,13,3,5,0,5,100:0,inf,1.0,True
wave + wind,1,1,0,11,6,5,9,17,0,17,100:0,inf,1.0,False
wave + lava,1,0,1,9,5,4,11,0,25,25,0:100,0.0,0.44,False
city + wind,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
wave + brick,1,1,0,6,3,3,17,33,0,33,100:0,inf,1.0,False
village + steam,1,1,0,22,15,7,5,7,0,7,100:0,inf,1.0,False
village + windmill,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
ocean + lava,1,0,1,35,22,13,3,0,8,8,0:100,0.0,0.37,False
house + windmill,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
windmill + city,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
salt + windmill,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
wave + windmill,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
wall + rain,1,1,0,26,16,10,4,6,0,6,100:0,inf,1.0,False
pressure + windmill,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,False
wind + village,1,1,0,13,9,4,8,11,0,11,100:0,inf,1.0,False
plant + steam,1,0,1,61,36,25,2,0,4,4,0:100,0.0,0.41,False
grass + mud,1,0,1,32,17,15,3,0,7,7,0:100,0.0,0.47,True
grass + tobacco,1,0,1,22,9,13,5,0,8,8,0:100,0.0,1.0,False
steam + tobacco,1,0,1,36,18,18,3,0,6,6,0:100,0.0,1.0,False
cloud + tobacco,1,1,0,14,6,8,7,17,0,17,100:0,inf,0.43,False
water + sun,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
sun + steam,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
mud + sun,1,0,1,10,4,6,10,0,17,17,0:100,0.0,1.0,True
sky + plant,1,0,1,12,5,7,8,0,14,14,0:100,0.0,1.0,False
day + air,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
grass + steam,1,0,1,35,20,15,3,0,7,7,0:100,0.0,0.43,False
day + sky,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
fire + day,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
tobacco + brick,1,0,1,19,7,12,5,0,8,8,0:100,0.0,1.0,False
water + day,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
sun + rain,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,True
sky + rainbow,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
cloud + obsidian,1,1,0,37,26,11,3,4,0,4,100:0,inf,1.0,False
metal + earth,1,0,1,31,19,12,3,0,8,8,0:100,0.0,0.39,False
stone + swamp,1,0,1,10,6,4,10,0,25,25,0:100,0.0,0.4,False
brick + day,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
