id,trial,inventory,first,second,success,results 
59,11,11,506,200,0,-1
59,12,11,0,506,0,-1
59,13,11,506,1,0,-1
59,14,11,3,185,0,-1
59,15,11,1,104,0,-1
59,16,12,2,0,1,[314]
59,17,12,200,2,0,-1
59,18,13,3,2,1,[144]
59,19,13,314,2,0,-1
59,20,14,1,144,1,[223]
59,21,15,223,1,1,[160]
59,22,15,160,1,0,-1
59,23,15,160,0,0,-1
59,24,15,160,2,0,-1
59,25,15,0,223,0,-1
59,26,15,223,376,0,-1
59,27,15,376,506,0,-1
59,28,15,160,185,0,-1
59,29,15,185,104,0,-1
59,30,15,266,200,0,-1
59,31,15,453,506,0,-1
59,32,15,144,160,0,-1
59,33,15,144,0,0,-1
59,34,16,0,0,1,[409]
59,35,17,0,409,1,[326]
59,36,17,0,326,0,-1
59,37,17,1,1,0,-1
59,38,18,2,2,1,[369]
59,39,18,369,2,0,-1
59,40,18,3,3,1,[369]
59,41,18,104,104,0,-1
59,42,18,144,144,0,-1
59,43,18,160,160,0,-1
59,44,18,0,376,0,-1
59,45,18,314,453,0,-1
59,46,18,326,185,0,-1
59,47,18,185,0,0,-1
59,48,18,376,369,0,-1
59,49,19,369,266,1,[213]
59,50,19,3,213,0,-1
59,51,19,0,213,0,-1
59,52,19,223,409,0,-1
59,53,19,314,266,0,-1
59,54,19,223,200,0,-1
59,55,19,200,453,0,-1
60,0,5,0,3,1,[376]
60,1,6,1,2,1,[266]
60,2,7,1,0,1,[453]
60,3,8,2,3,1,[144]
60,4,9,1,3,1,[156]
60,5,10,2,0,1,[314]
61,0,5,0,1,1,[453]
61,1,6,453,2,1,[200]
61,2,6,200,3,0,-1
61,3,6,200,1,0,-1
61,4,6,1,1,0,-1
61,5,7,1,2,1,[266]
61,6,8,0,266,1,[325]
61,7,8,325,3,0,-1
61,8,9,3,2,1,[144]
61,9,9,144,144,0,-1
61,10,9,3,144,0,-1
61,11,9,0,144,0,-1
61,12,9,325,325,0,-1
61,13,9,144,325,0,-1
61,14,9,325,1,0,-1
61,15,10,266,2,1,[506]
61,16,10,506,266,0,-1
61,17,10,144,506,0,-1
61,18,10,506,0,0,-1
61,19,11,2,0,1,[314]
61,20,11,314,144,0,-1
61,21,11,314,453,0,-1
61,22,11,314,0,0,-1
61,23,11,200,314,0,-1
61,24,11,266,314,0,-1
61,25,11,2,314,0,-1
61,26,12,0,3,1,[376]
61,27,12,144,376,0,-1
61,28,12,453,376,0,-1
61,29,13,2,376,1,[364]
61,30,14,364,314,1,[469]
61,31,14,469,376,0,-1
61,32,14,469,1,0,-1
61,33,14,469,200,0,-1
61,34,14,469,3,0,-1
61,35,14,469,364,0,-1
61,36,14,364,266,0,-1
61,37,14,469,144,0,-1
61,38,14,2,469,0,-1
61,39,15,1,314,1,[62]
61,40,15,62,325,0,-1
61,41,15,62,200,0,-1
61,42,15,62,469,0,-1
61,43,15,62,266,0,-1
61,44,15,506,62,0,-1
61,45,15,376,506,0,-1
61,46,15,364,62,0,-1
61,47,16,364,2,1,[214]
61,48,16,214,314,1,[469]
61,49,16,214,325,0,-1
61,50,16,214,200,0,-1
61,51,16,214,376,0,-1
61,52,16,214,506,0,-1
61,53,16,214,144,0,-1
61,54,16,1,214,0,-1
61,55,16,1,62,0,-1
61,56,16,1,376,0,-1
62,0,5,0,0,1,[409]
62,1,6,1,2,1,[266]
62,2,7,2,266,1,[506]
62,3,8,0,3,1,[376]
62,4,8,376,266,0,-1
62,5,8,409,2,0,-1
62,6,9,1,3,1,[156]
62,7,10,3,156,1,[525]
62,8,10,156,1,0,-1
62,9,10,409,156,0,-1
62,10,11,0,2,1,[314]
62,11,11,314,506,0,-1
62,12,12,0,156,1,[453]
62,13,12,453,506,0,-1
62,14,13,453,3,1,[104]
62,15,13,104,266,0,-1
62,16,13,156,314,0,-1
62,17,13,314,376,0,-1
62,18,13,314,266,0,-1
62,19,14,156,525,1,[246]
62,20,14,2,246,0,-1
62,21,14,1,246,0,-1
62,22,14,104,525,0,-1
62,23,14,104,1,0,-1
62,24,14,246,506,0,-1
62,25,14,2,525,0,-1
62,26,14,453,246,0,-1
62,27,14,246,156,0,-1
62,28,15,156,104,1,[459]
62,29,15,1,459,0,-1
62,30,15,506,459,0,-1
62,31,15,0,459,0,-1
62,32,15,525,506,0,-1
62,33,15,459,453,0,-1
62,34,15,156,266,0,-1
62,35,15,0,104,1,[376]
62,36,15,376,459,0,-1
62,37,15,459,104,0,-1
62,38,15,459,409,0,-1
62,39,15,409,104,0,-1
62,40,16,156,2,1,[147]
62,41,16,525,147,0,-1
62,42,16,459,147,0,-1
62,43,16,104,104,0,-1
62,44,17,2,104,1,[185]
62,45,17,185,156,0,-1
62,46,17,185,246,0,-1
62,47,17,185,314,0,-1
62,48,17,185,147,0,-1
62,49,17,266,409,0,-1
62,50,17,459,525,0,-1
63,0,5,1,0,1,[453]
63,1,5,453,1,0,-1
63,2,5,453,0,0,-1
63,3,6,0,3,1,[376]
63,4,6,0,376,0,-1
63,5,6,453,376,0,-1
63,6,7,0,2,1,[314]
63,7,7,453,314,0,-1
63,8,7,0,314,0,-1
63,9,7,2,314,0,-1
63,10,7,376,314,0,-1
63,11,8,2,1,1,[266]
64,0,5,0,1,1,[453]
64,1,6,453,3,1,[104]
64,2,7,2,104,1,[185]
64,3,7,185,185,0,-1
64,4,7,453,185,0,-1
64,5,7,185,0,0,-1
64,6,7,185,1,0,-1
64,7,7,104,104,0,-1
64,8,8,104,3,1,[424]
64,9,8,424,104,0,-1
64,10,8,424,453,0,-1
64,11,8,424,3,0,-1
64,12,9,2,1,1,[266]
64,13,9,266,1,0,-1
64,14,10,266,0,1,[325]
64,15,10,325,0,0,-1
64,16,10,325,1,0,-1
64,17,10,325,266,0,-1
64,18,10,325,424,0,-1
64,19,10,424,266,0,-1
64,20,10,185,3,0,-1
64,21,11,2,424,1,[238]
64,22,11,238,424,0,-1
64,23,11,2,238,0,-1
64,24,11,3,238,0,-1
64,25,12,0,2,1,[314]
64,26,12,1,1,0,-1
64,27,12,314,314,0,-1
64,28,12,314,3,0,-1
64,29,12,314,238,0,-1
64,30,12,424,0,0,-1
64,31,13,0,104,1,[376]
64,32,13,104,376,0,-1
64,33,13,376,1,0,-1
64,34,13,453,0,0,-1
64,35,14,453,2,1,[200]
64,36,14,200,314,0,-1
64,37,14,1,200,0,-1
64,38,14,238,200,0,-1
64,39,15,3,2,1,[144]
64,40,15,144,2,0,-1
64,41,16,1,144,1,[223]
64,42,16,223,144,0,-1
64,43,16,2,223,0,-1
64,44,16,144,200,0,-1
64,45,16,223,200,0,-1
64,46,16,314,144,0,-1
64,47,17,223,1,1,[160]
64,48,17,160,325,0,-1
64,49,17,160,3,0,-1
64,50,18,424,160,1,[174]
64,51,18,174,160,0,-1
64,52,18,174,3,0,-1
64,53,18,200,160,0,-1
64,54,18,424,174,0,-1
64,55,18,174,266,0,-1
64,56,18,238,160,0,-1
64,57,18,200,200,0,-1
64,58,18,376,424,0,-1
64,59,18,144,160,0,-1
64,60,18,223,314,0,-1
64,61,18,174,2,0,-1
64,62,19,0,0,1,[409]
64,63,19,409,160,0,-1
64,64,19,409,424,1,[238]
64,65,20,0,409,1,[326]
64,66,20,326,409,0,-1
64,67,20,326,0,0,-1
64,68,20,200,326,0,-1
65,0,5,3,0,1,[376]
65,1,6,2,3,1,[144]
65,2,7,2,1,1,[266]
65,3,8,2,376,1,[364]
65,4,9,2,364,1,[214]
65,5,9,2,214,0,-1
65,6,10,0,1,1,[453]
65,7,10,3,144,0,-1
65,8,10,214,266,0,-1
65,9,11,1,144,1,[223]
65,10,11,376,453,0,-1
65,11,12,1,223,1,[160]
65,12,12,160,364,0,-1
65,13,12,0,223,0,-1
65,14,12,160,266,0,-1
65,15,13,0,2,1,[314]
66,0,5,0,2,1,[314]
66,1,6,1,314,1,[62]
66,2,6,62,1,0,-1
66,3,7,0,3,1,[376]
66,4,8,2,376,1,[364]
66,5,9,364,0,1,[8]
66,6,9,8,3,0,-1
66,7,9,8,2,0,-1
66,8,9,2,314,0,-1
66,9,9,376,8,0,-1
66,10,9,376,314,0,-1
66,11,9,364,3,0,-1
66,12,10,1,3,1,[156]
66,13,10,156,376,0,-1
66,14,11,156,0,1,[453]
66,15,12,453,3,1,[104]
66,16,12,104,376,0,-1
66,17,12,104,8,0,-1
66,18,12,1,104,0,-1
67,0,5,2,0,1,[314]
67,1,6,3,2,1,[144]
67,2,7,1,2,1,[266]
67,3,8,3,266,1,[458]
67,4,9,3,458,1,[397]
67,5,9,266,397,0,-1
67,6,9,266,144,0,-1
67,7,9,458,0,0,-1
67,8,10,266,0,1,[325]
67,9,10,397,325,0,-1
67,10,11,144,1,1,[223]
67,11,12,223,1,1,[160]
67,12,12,3,160,0,-1
67,13,12,160,458,0,-1
67,14,12,160,325,0,-1
67,15,12,314,325,0,-1
67,16,12,3,397,0,-1
67,17,12,3,314,0,-1
67,18,12,1,325,0,-1
67,19,13,0,1,1,[453]
67,20,14,453,2,1,[200]
67,21,14,200,223,0,-1
67,22,14,200,453,0,-1
67,23,14,144,200,0,-1
67,24,15,458,1,1,[294]
67,25,16,294,160,1,[219]
67,26,16,219,160,0,-1
67,27,16,219,458,0,-1
67,28,16,2,458,0,-1
67,29,16,219,2,0,-1
67,30,16,144,294,0,-1
67,31,16,200,294,0,-1
67,32,17,223,294,1,[65]
67,33,18,294,65,1,[222]
67,34,18,266,222,0,-1
67,35,18,294,222,0,-1
67,36,18,160,144,0,-1
67,37,18,2,65,0,-1
67,38,18,65,1,0,-1
67,39,19,294,453,1,[57]
67,40,19,57,1,0,-1
67,41,19,223,222,0,-1
67,42,20,0,3,1,[376]
67,43,21,376,2,1,[364]
67,44,22,364,2,1,[214]
67,45,22,214,2,0,-1
67,46,22,214,458,0,-1
67,47,22,200,200,0,-1
67,48,22,57,325,0,-1
67,49,22,458,453,0,-1
67,50,22,214,219,0,-1
67,51,22,65,266,0,-1
67,52,22,0,453,0,-1
67,53,22,223,0,0,-1
67,54,23,314,214,1,[469]
67,55,23,376,469,0,-1
67,56,23,314,469,0,-1
67,57,23,469,2,0,-1
67,58,23,397,65,0,-1
67,59,23,200,314,0,-1
67,60,23,376,364,0,-1
67,61,23,65,222,0,-1
67,62,23,1,469,0,-1
67,63,23,0,294,0,-1
67,64,23,376,397,0,-1
67,65,24,3,453,1,[104]
67,66,24,376,104,0,-1
67,67,24,0,104,1,[376]
67,68,24,2,314,0,-1
67,69,24,376,65,0,-1
67,70,24,104,223,0,-1
67,71,24,104,1,0,-1
67,72,24,219,294,0,-1
67,73,24,219,57,0,-1
67,74,24,325,0,0,-1
67,75,24,160,214,0,-1
67,76,24,2,294,0,-1
67,77,25,364,1,1,[484]
67,78,25,1,484,0,-1
67,79,25,65,484,0,-1
67,80,25,104,484,0,-1
67,81,25,469,294,0,-1
67,82,25,144,376,0,-1
67,83,25,144,104,0,-1
67,84,25,294,314,0,-1
67,85,26,458,294,1,[52]
67,86,27,214,52,1,[408]
67,87,27,484,408,0,-1
67,88,28,214,408,1,[231]
67,89,28,376,231,0,-1
67,90,28,0,231,0,-1
67,91,28,408,52,0,-1
67,92,29,294,231,1,[318]
67,93,29,231,318,0,-1
67,94,29,52,223,0,-1
67,95,30,397,364,1,[71]
67,96,30,376,71,0,-1
67,97,30,408,57,0,-1
67,98,30,484,52,0,-1
67,99,30,52,231,0,-1
67,100,30,294,318,0,-1
67,101,30,453,484,0,-1
67,102,31,1,3,1,[156]
67,103,31,57,156,0,-1
67,104,31,1,156,0,-1
67,105,32,156,160,1,[25]
67,106,32,156,222,0,-1
67,107,32,156,144,0,-1
67,108,33,156,294,1,[154]
67,109,33,154,25,0,-1
67,110,33,52,156,0,-1
67,111,33,154,0,0,-1
67,112,34,104,156,1,[459]
68,0,5,0,2,1,[314]
68,1,6,1,3,1,[156]
68,2,6,314,156,0,-1
68,3,7,156,0,1,[453]
68,4,8,2,453,1,[200]
68,5,9,2,1,1,[266]
68,6,9,314,266,0,-1
68,7,9,156,266,0,-1
68,8,9,1,453,0,-1
68,9,10,3,0,1,[376]
68,10,10,376,266,0,-1
68,11,11,0,266,1,[325]
68,12,11,325,2,0,-1
68,13,11,156,200,0,-1
68,14,11,376,314,0,-1
68,15,11,0,325,0,-1
68,16,11,1,325,0,-1
68,17,11,2,314,0,-1
68,18,11,325,156,0,-1
68,19,11,0,453,0,-1
68,20,11,266,453,0,-1
68,21,11,325,453,0,-1
68,22,11,453,314,0,-1
68,23,11,314,3,0,-1
68,24,11,0,1,1,[453]
68,25,12,2,156,1,[147]
68,26,12,147,266,0,-1
68,27,12,147,200,0,-1
68,28,12,0,147,0,-1
68,29,12,1,147,0,-1
68,30,12,147,3,0,-1
68,31,12,325,147,0,-1
68,32,12,453,147,0,-1
68,33,13,2,266,1,[506]
68,34,13,147,506,0,-1
68,35,13,2,200,0,-1
68,36,14,156,506,1,[22]
68,37,14,200,22,0,-1
68,38,14,506,1,0,-1
68,39,14,376,506,0,-1
68,40,14,506,325,0,-1
68,41,15,2,3,1,[144]
68,42,15,144,506,0,-1
68,43,15,147,144,0,-1
68,44,16,144,1,1,[223]
68,45,16,156,223,0,-1
68,46,16,325,223,0,-1
68,47,16,223,506,0,-1
68,48,16,223,147,0,-1
68,49,16,223,22,0,-1
68,50,16,22,144,0,-1
68,51,16,266,144,0,-1
68,52,16,325,266,0,-1
68,53,16,144,376,0,-1
68,54,16,223,376,0,-1
68,55,16,314,223,0,-1
68,56,16,144,314,0,-1
68,57,16,3,506,0,-1
68,58,16,506,453,0,-1
68,59,16,1,200,0,-1
68,60,16,1,156,0,-1
68,61,16,156,147,0,-1
68,62,17,3,156,1,[525]
68,63,17,376,525,0,-1
68,64,17,525,1,0,-1
68,65,17,525,147,0,-1
68,66,17,22,525,0,-1
68,67,17,144,525,0,-1
68,68,17,0,525,0,-1
68,69,17,2,525,0,-1
68,70,17,200,525,0,-1
68,71,17,223,525,0,-1
68,72,17,223,266,0,-1
68,73,17,453,525,0,-1
68,74,17,506,525,0,-1
68,75,17,314,525,0,-1
68,76,17,266,525,0,-1
68,77,18,156,525,1,[246]
68,78,18,246,144,0,-1
68,79,18,246,22,0,-1
68,80,18,266,246,0,-1
68,81,18,314,246,0,-1
68,82,18,246,147,0,-1
68,83,18,156,246,0,-1
68,84,18,0,246,0,-1
68,85,18,1,246,0,-1
68,86,18,246,2,0,-1
68,87,18,3,246,0,-1
68,88,18,246,325,0,-1
68,89,18,376,246,0,-1
68,90,18,453,246,0,-1
68,91,18,525,246,0,-1
68,92,18,246,506,0,-1
68,93,18,22,156,0,-1
68,94,18,144,156,0,-1
68,95,18,200,506,0,-1
68,96,18,314,506,0,-1
68,97,18,0,506,0,-1
68,98,18,1,22,0,-1
68,99,18,2,22,0,-1
68,100,18,223,2,0,-1
68,101,18,22,0,0,-1
68,102,18,144,0,0,-1
68,103,18,200,3,0,-1
68,104,18,200,246,0,-1
68,105,18,144,223,0,-1
68,106,19,376,2,1,[364]
68,107,20,364,1,1,[484]
68,108,20,484,1,0,-1
68,109,20,156,484,0,-1
68,110,20,156,364,0,-1
69,0,5,2,1,1,[266]
69,1,6,0,3,1,[376]
69,2,7,0,1,1,[453]
69,3,8,2,0,1,[314]
69,4,9,3,3,1,[369]
69,5,9,314,314,0,-1
69,6,10,1,3,1,[156]
69,7,10,156,266,0,-1
69,8,10,453,376,0,-1
69,9,10,0,453,0,-1
69,10,10,1,266,0,-1
69,11,10,266,314,0,-1
69,12,10,1,369,0,-1
69,13,10,369,376,0,-1
70,0,5,0,1,1,[453]
70,1,6,2,1,1,[266]
70,2,7,0,3,1,[376]
70,3,8,2,3,1,[144]
70,4,8,376,453,0,-1
70,5,9,266,0,1,[325]
70,6,9,144,0,0,-1
70,7,9,144,376,0,-1
70,8,10,453,2,1,[200]
70,9,10,3,325,0,-1
70,10,10,200,2,0,-1
70,11,10,325,0,0,-1
70,12,10,1,376,0,-1
70,13,10,3,376,0,-1
70,14,10,200,453,0,-1
70,15,10,266,144,0,-1
70,16,10,3,144,0,-1
70,17,10,376,266,0,-1
70,18,10,453,144,0,-1
70,19,11,2,0,1,[314]
70,20,11,453,314,0,-1
70,21,12,314,1,1,[62]
70,22,12,0,62,0,-1
70,23,12,1,62,0,-1
70,24,12,62,453,0,-1
70,25,12,325,314,0,-1
70,26,12,62,200,0,-1
70,27,13,3,1,1,[156]
70,28,13,0,156,1,[453]
70,29,13,62,156,0,-1
70,30,13,156,156,0,-1
70,31,14,2,156,1,[147]
70,32,14,1,147,0,-1
70,33,14,147,200,0,-1
70,34,14,147,156,0,-1
70,35,14,156,325,0,-1
70,36,14,147,376,0,-1
70,37,14,3,200,0,-1
70,38,14,156,266,0,-1
70,39,14,62,376,0,-1
70,40,14,147,314,0,-1
70,41,14,453,1,0,-1
70,42,14,144,147,0,-1
70,43,14,314,2,0,-1
70,44,14,147,0,0,-1
70,45,15,3,3,1,[369]
70,46,16,0,0,1,[409]
70,47,16,1,1,0,-1
70,48,16,2,2,1,[369]
70,49,17,62,62,1,[509]
70,50,18,509,509,1,[243]
70,51,19,243,243,1,[505]
70,52,20,505,505,1,[101]
70,53,20,101,101,0,-1
70,54,20,147,147,0,-1
70,55,20,144,144,0,-1
70,56,20,266,266,0,-1
70,57,20,314,314,0,-1
70,58,21,409,409,1,[326]
70,59,21,369,369,0,-1
70,60,21,326,326,0,-1
70,61,22,376,376,1,[179]
70,62,22,179,179,0,-1
70,63,22,200,200,0,-1
70,64,22,325,325,0,-1
70,65,22,147,101,0,-1
70,66,22,243,266,0,-1
70,67,22,0,509,0,-1
71,0,5,1,2,1,[266]
71,1,6,3,2,1,[144]
71,2,7,1,0,1,[453]
71,3,8,3,0,1,[376]
71,4,9,1,144,1,[223]
71,5,9,453,453,0,-1
71,6,9,266,376,0,-1
71,7,9,144,266,0,-1
71,8,10,0,2,1,[314]
72,0,5,2,3,1,[144]
72,1,6,0,1,1,[453]
72,2,6,144,453,0,-1
72,3,6,3,144,0,-1
72,4,6,1,1,0,-1
72,5,7,3,0,1,[376]
72,6,7,453,376,0,-1
72,7,8,2,376,1,[364]
72,8,8,376,364,0,-1
72,9,9,2,0,1,[314]
72,10,10,364,314,1,[469]
72,11,10,364,469,0,-1
72,12,10,314,314,0,-1
72,13,11,1,3,1,[156]
72,14,12,156,3,1,[525]
72,15,12,0,156,1,[453]
72,16,12,453,156,0,-1
72,17,13,525,156,1,[246]
72,18,13,246,525,0,-1
73,0,5,2,0,1,[314]
73,1,6,1,2,1,[266]
73,2,6,266,1,0,-1
73,3,7,0,1,1,[453]
73,4,8,3,3,1,[369]
73,5,9,453,3,1,[104]
73,6,10,0,104,1,[376]
73,7,10,376,266,0,-1
73,8,11,369,3,1,[24]
73,9,11,24,104,0,-1
73,10,11,369,376,0,-1
73,11,11,369,453,0,-1
73,12,11,0,376,0,-1
73,13,11,2,24,0,-1
73,14,11,314,2,0,-1
73,15,11,314,266,0,-1
73,16,11,3,24,0,-1
73,17,11,314,369,0,-1
73,18,11,104,1,0,-1
73,19,12,104,3,1,[424]
73,20,12,376,424,0,-1
73,21,12,24,424,0,-1
73,22,12,424,369,1,[24]
73,23,12,0,314,0,-1
73,24,13,3,1,1,[156]
73,25,13,266,156,0,-1
73,26,13,156,453,0,-1
73,27,13,314,156,0,-1
73,28,13,24,156,0,-1
73,29,13,424,156,0,-1
73,30,13,156,0,1,[453]
73,31,13,1,156,0,-1
73,32,14,156,2,1,[147]
73,33,14,24,147,0,-1
73,34,14,0,147,0,-1
73,35,14,147,1,0,-1
73,36,14,147,376,0,-1
73,37,14,369,147,0,-1
73,38,14,266,147,0,-1
73,39,14,156,147,0,-1
73,40,15,2,147,1,[309]
73,41,15,3,309,0,-1
73,42,15,314,309,0,-1
73,43,16,376,309,1,[382]
73,44,16,382,376,0,-1
73,45,16,382,2,0,-1
73,46,16,382,314,0,-1
73,47,16,2,2,1,[369]
73,48,16,24,24,0,-1
73,49,17,0,0,1,[409]
73,50,17,1,1,0,-1
73,51,18,409,409,1,[326]
73,52,18,326,326,0,-1
73,53,18,326,382,0,-1
73,54,18,409,382,0,-1
73,55,18,376,326,0,-1
73,56,18,156,156,0,-1
73,57,18,369,369,0,-1
73,58,18,147,147,0,-1
73,59,18,424,424,0,-1
73,60,18,453,453,0,-1
73,61,18,314,326,0,-1
73,62,18,409,2,0,-1
73,63,18,0,453,0,-1
73,64,18,104,104,0,-1
73,65,18,104,453,0,-1
73,66,18,369,156,0,-1
73,67,19,424,409,1,[238]
73,68,19,238,156,0,-1
73,69,19,238,1,0,-1
73,70,19,238,238,0,-1
73,71,19,238,326,0,-1
73,72,19,309,409,0,-1
73,73,19,238,266,0,-1
73,74,19,238,147,0,-1
73,75,19,2,238,0,-1
73,76,20,382,309,1,[516]
73,77,20,516,382,0,-1
73,78,20,376,516,0,-1
73,79,20,0,516,0,-1
73,80,20,238,516,0,-1
73,81,20,369,238,0,-1
73,82,20,516,424,0,-1
73,83,20,238,24,0,-1
73,84,20,453,147,0,-1
73,85,21,309,309,1,[311]
73,86,21,311,376,0,-1
73,87,21,309,311,0,-1
73,88,21,0,311,0,-1
73,89,21,516,516,0,-1
73,90,21,311,516,0,-1
73,91,21,2,311,0,-1
73,92,21,326,311,0,-1
73,93,21,516,3,0,-1
73,94,22,266,309,1,[506]
73,95,22,506,266,0,-1
73,96,22,506,506,0,-1
73,97,22,453,506,0,-1
73,98,22,3,506,0,-1
74,0,5,0,2,1,[314]
74,1,6,1,0,1,[453]
74,2,6,314,453,0,-1
74,3,6,453,1,0,-1
74,4,7,453,3,1,[104]
74,5,8,0,104,1,[376]
74,6,8,376,104,0,-1
74,7,8,1,376,0,-1
74,8,9,376,2,1,[364]
74,9,9,453,364,0,-1
74,10,10,0,364,1,[8]
74,11,11,1,364,1,[484]
74,12,11,0,8,0,-1
74,13,12,453,2,1,[200]
74,14,12,1,200,0,-1
74,15,12,364,200,0,-1
74,16,12,376,484,0,-1
74,17,13,1,2,1,[266]
74,18,13,200,266,0,-1
74,19,14,0,266,1,[325]
74,20,14,200,325,0,-1
74,21,15,266,2,1,[506]
74,22,15,376,506,0,-1
74,23,15,506,3,0,-1
74,24,15,506,364,0,-1
74,25,15,506,0,0,-1
74,26,15,8,266,0,-1
74,27,15,506,453,0,-1
74,28,15,325,325,0,-1
74,29,15,1,325,0,-1
74,30,15,364,266,0,-1
74,31,15,1,484,0,-1
74,32,15,506,200,0,-1
74,33,15,3,0,1,[376]
74,34,16,3,1,1,[156]
74,35,17,104,156,1,[459]
74,36,17,364,459,0,-1
74,37,17,376,459,0,-1
74,38,17,459,506,0,-1
74,39,17,459,156,0,-1
74,40,18,506,156,1,[22]
74,41,18,22,0,0,-1
74,42,18,156,0,1,[453]
74,43,19,2,364,1,[214]
74,44,19,214,1,0,-1
74,45,20,0,214,1,[127]
74,46,20,127,1,0,-1
74,47,20,376,453,0,-1
74,48,20,156,127,0,-1
74,49,20,506,22,0,-1
74,50,20,1,156,0,-1
74,51,20,214,459,0,-1
74,52,20,266,314,0,-1
74,53,20,200,156,0,-1
74,54,20,459,0,0,-1
74,55,20,325,459,0,-1
75,0,5,2,0,1,[314]
75,1,6,1,3,1,[156]
75,2,6,156,1,0,-1
75,3,7,3,0,1,[376]
75,4,7,376,3,0,-1
75,5,8,1,2,1,[266]
75,6,9,266,0,1,[325]
75,7,10,156,3,1,[525]
75,8,10,525,1,0,-1
75,9,10,325,0,0,-1
75,10,10,2,525,0,-1
75,11,11,314,1,1,[62]
75,12,11,266,62,0,-1
75,13,11,525,266,0,-1
75,14,11,62,1,0,-1
75,15,11,314,376,0,-1
75,16,11,376,266,0,-1
75,17,12,2,156,1,[147]
75,18,12,147,266,0,-1
75,19,12,0,147,0,-1
75,20,12,314,147,0,-1
75,21,12,147,156,0,-1
75,22,13,156,525,1,[246]
75,23,13,246,0,0,-1
75,24,13,246,156,0,-1
75,25,13,246,266,0,-1
75,26,13,525,314,0,-1
75,27,13,62,156,0,-1
75,28,14,1,0,1,[453]
75,29,14,453,156,0,-1
75,30,15,266,2,1,[506]
75,31,15,453,0,0,-1
75,32,15,506,376,0,-1
75,33,15,325,506,0,-1
75,34,15,525,506,0,-1
76,0,5,1,0,1,[453]
76,1,6,2,0,1,[314]
76,2,7,453,3,1,[104]
76,3,7,314,104,0,-1
76,4,8,3,104,1,[424]
76,5,8,424,0,0,-1
76,6,9,1,3,1,[156]
76,7,9,156,0,1,[453]
76,8,9,2,314,0,-1
76,9,9,104,453,0,-1
76,10,9,1,1,0,-1
76,11,9,453,1,0,-1
76,12,10,156,3,1,[525]
76,13,10,424,525,0,-1
76,14,10,525,104,0,-1
76,15,10,525,1,0,-1
76,16,11,3,0,1,[376]
76,17,11,314,376,0,-1
76,18,12,2,376,1,[364]
76,19,13,1,364,1,[484]
76,20,13,1,484,0,-1
76,21,13,484,156,0,-1
76,22,13,525,0,0,-1
76,23,13,104,104,0,-1
76,24,14,3,2,1,[144]
76,25,14,3,144,0,-1
76,26,14,144,156,0,-1
76,27,15,144,1,1,[223]
76,28,15,144,223,0,-1
76,29,15,144,0,0,-1
76,30,16,0,364,1,[8]
76,31,16,1,8,0,-1
76,32,16,223,0,0,-1
76,33,17,223,1,1,[160]
76,34,18,160,156,1,[25]
76,35,18,156,25,0,-1
76,36,18,160,25,0,-1
76,37,18,25,8,0,-1
76,38,18,364,160,0,-1
76,39,18,25,1,0,-1
76,40,18,160,0,0,-1
76,41,18,160,376,0,-1
76,42,18,525,525,0,-1
76,43,18,376,525,0,-1
76,44,18,160,453,0,-1
76,45,18,424,376,0,-1
76,46,19,1,2,1,[266]
76,47,20,2,266,1,[506]
76,48,20,0,506,0,-1
76,49,20,160,506,0,-1
76,50,20,506,25,0,-1
76,51,20,223,266,0,-1
76,52,20,506,223,0,-1
76,53,20,506,2,0,-1
76,54,20,506,144,0,-1
76,55,20,8,314,0,-1
77,0,5,0,1,1,[453]
77,1,6,3,2,1,[144]
77,2,6,144,2,0,-1
77,3,6,0,453,0,-1
77,4,7,1,2,1,[266]
77,5,8,266,0,1,[325]
77,6,9,453,3,1,[104]
77,7,10,104,2,1,[185]
77,8,10,185,185,0,-1
77,9,11,0,2,1,[314]
77,10,12,0,3,1,[376]
77,11,12,104,0,1,[376]
77,12,12,314,376,0,-1
77,13,12,144,144,0,-1
77,14,12,266,185,0,-1
77,15,12,325,453,0,-1
77,16,13,314,1,1,[62]
77,17,13,314,62,0,-1
77,18,13,376,453,0,-1
77,19,13,104,62,0,-1
77,20,13,325,0,0,-1
77,21,13,453,1,0,-1
78,0,5,0,3,1,[376]
78,1,6,1,2,1,[266]
78,2,6,266,376,0,-1
78,3,7,0,1,1,[453]
78,4,7,453,1,0,-1
78,5,8,0,2,1,[314]
78,6,9,3,266,1,[458]
78,7,10,458,1,1,[294]
78,8,10,294,1,0,-1
78,9,11,3,1,1,[156]
78,10,11,156,376,0,-1
78,11,11,0,156,1,[453]
78,12,12,2,376,1,[364]
78,13,13,364,0,1,[8]
78,14,14,8,458,1,[307]
78,15,14,307,266,0,-1
78,16,15,2,3,1,[144]
78,17,15,8,144,0,-1
78,18,15,1,156,0,-1
78,19,15,0,8,0,-1
78,20,15,144,3,0,-1
78,21,15,156,266,0,-1
78,22,16,1,364,1,[484]
78,23,16,484,364,0,-1
78,24,16,1,484,0,-1
78,25,16,3,8,0,-1
78,26,16,484,0,0,-1
78,27,17,1,144,1,[223]
78,28,17,156,223,0,-1
78,29,17,0,223,0,-1
78,30,17,314,3,0,-1
78,31,17,294,307,0,-1
78,32,18,156,3,1,[525]
78,33,18,1,525,0,-1
78,34,18,223,266,0,-1
78,35,19,223,1,1,[160]
78,36,19,3,160,0,-1
